activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description,zip_five,grade_numeric,latitude,longitude
2017-07-12,EE0000375,10250 SANTA MONICA BLVD,LOS ANGELES,FA0025188,GELSON'S MARKET #394,CA,90067,A,OW0013032,GELSON'S MARKET,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,GELSONS #394 MEAT DEPT,ACTIVE,PR0046901,96,DALQIPSTN,1,ROUTINE INSPECTION,90067,4.0,34.058913,-118.419345
2017-05-04,EE0000506,1855 MAIN ST,SANTA MONICA,FA0047032,SANTA MONICA CIVIC AUDITORIU,CA,90401,A,OW0008224,CITY OF SANTA MONICA,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SANTA MONICA CIVIC AUDITORIU,ACTIVE,PR0031054,100,DANGID7FP,1,ROUTINE INSPECTION,90401,4.0,34.0096451,-118.4901475
2015-08-04,EE0000682,6366 VAN NUYS BLVD,VAN NUYS,FA0045284,PURO SABOR,CA,91401,A,OW0029155,PURO SABOR INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PURO SABOR,ACTIVE,PR0033145,92,DAIYGA5NV,1,ROUTINE INSPECTION,91401,4.0,34.186154,-118.4486155
2017-06-23,EE0000950,6438 E WHITTIER BLVD,LOS ANGELES,FA0163762,FRIKADELLES & FRITES,CA,90022,A,OW0127315,"FRIKADELLES & FRITES, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,RESTAURANT,ACTIVE,PR0151991,92,DAMTRDFEI,1,ROUTINE INSPECTION,90022,4.0,35.210352,-117.777821
2017-02-24,EE0000476,9801 LAUREL CANYON BLVD,PACOIMA,FA0071489,SUPERIOR,CA,91331,A,OW0034460,"SUPER CENTER CONCEPTS, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUPERIOR-BAKERY,ACTIVE,PR0007242,92,DARYBJ0UP,1,ROUTINE INSPECTION,91331,4.0,34.2479044,-118.4207513
2016-08-09,EE0000029,10917 E ALONDRA BLVD,NORWALK,FA0007868,B&H LIQUOR,CA,90650,A,OW0001549,"ABDELMALAK, JAMIL","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,B&H LIQUOR,ACTIVE,PR0019234,96,DAYX0ACYY,1,ROUTINE INSPECTION,90650,4.0,33.724907,-116.296207
2016-06-14,EE0000882,14627 PRAIRIE AVE,LAWNDALE,FA0002333,7-ELEVEN STORE 16480C,CA,90260,A,OW0033081,"SINGH, SATNAM","FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1614,7-ELEVEN STORE 16480C,INACTIVE,PR0008175,93,DARDAE3DN,1,ROUTINE INSPECTION,90260,4.0,33.8984843,-118.3442756
2015-10-13,EE0000971,4555 W AVENUE G STE #22,LANCASTER,FA0014014,FOXYS LANDING,CA,93536,A,OW0002295,ALSAADY JOUDI,RESTAURANT (31-60) SEATS HIGH RISK,1635,FOXYS LANDING,ACTIVE,PR0007107,93,DAXINMLJQ,1,ROUTINE INSPECTION,93536,4.0,34.7331488,-118.216834
2015-12-07,EE0000688,10368 MASON AVE,CHATSWORTH,FA0049944,SUBWAY 11669,CA,91311,A,OW0033087,"SINGH, VIKRAM",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY 11669,ACTIVE,PR0016207,96,DAQJAN0ZL,1,ROUTINE INSPECTION,91311,4.0,33.691462,-116.273973
2016-09-29,EE0000725,5720 E IMPERIAL HWY STE #D,SOUTH GATE,FA0072686,TOKYO TERIYAKI,CA,90280,A,OW0007929,CHRISTOPHER CHOI,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOKYO TERIYAKI,ACTIVE,PR0005457,99,DAFVXAXSA,1,ROUTINE INSPECTION,90280,4.0,33.689523,-116.294072
2016-02-16,EE0000946,691 S HOOVER ST,LOS ANGELES,FA0034798,LITTLE WANG KUNG,CA,90005,A,OW0021426,MERCY LEE,RESTAURANT (0-30) SEATS HIGH RISK,1632,LITTLE WANG KUNG,ACTIVE,PR0005820,91,DAWXFHANT,1,ROUTINE INSPECTION,90005,4.0,34.0604176,-118.2843034
2017-10-05,EE0000955,5711 W CENTURY BLVD,LOS ANGELES,FA0035233,LANDINGS/HILTON HOTEL,CA,90045,A,OW0012185,FORTUNA ENTERPRISES,RESTAURANT (61-150) SEATS HIGH RISK,1638,LANDINGS/HILTON HOTEL,ACTIVE,PR0013128,91,DAZULMNS1,1,ROUTINE INSPECTION,90045,4.0,33.9458715,-118.3820986
2017-04-18,EE0000593,10224 BALBOA BLVD,GRANADA HILLS,FA0165530,SHREDDED TACO,CA,91344,A,OW0128786,NIEMI PRODUCTIONS LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SHREDDED TACO,ACTIVE,PR0153859,98,DAPE1TVWZ,1,ROUTINE INSPECTION,91344,4.0,34.2561284,-118.5022497
2017-01-12,EE0000011,12024 BALBOA BLVD,GRANADA HILLS,FA0033581,KNOLLWOOD COUNTRY CLUB,CA,91344,A,OW0002528,AMERICAN GOLF CORPORATION,RESTAURANT (151 + ) SEATS HIGH RISK,1641,KNOLLWOOD COUNTRY CLUB,ACTIVE,PR0030208,94,DAA0XSYMH,1,ROUTINE INSPECTION,91344,4.0,34.2890841,-118.5016722
2016-06-02,EE0001021,11123 LONG BEACH BLVD # 7,LYNWOOD,FA0171412,OCHIES SHAVE ICE CO MJL AGENCY LLC,CA,90262,A,OW0178499,PETER PORCIUNCULA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,OCHIES SHAVE ICE CO MJL AGENCY LLC,ACTIVE,PR0161481,94,DANSK91F6,1,ROUTINE INSPECTION,90262,4.0,33.9316141,-118.212414
2016-03-29,EE0000839,3140 W FLORENCE AVE,LOS ANGELES,FA0059512,CHARLIE'S,CA,90043,A,OW0007122,CHARLIE'S LIVE ENTERTAIN INC,RESTAURANT (31-60) SEATS LOW RISK,1633,CHARLIE'S,ACTIVE,PR0024059,92,DANSYRRII,1,ROUTINE INSPECTION,90043,4.0,33.9744592,-118.3281736
2015-09-09,EE0000734,827 W PALMDALE BLVD,PALMDALE,FA0164830,BOOM BOOM CHICKEN,CA,93551,A,OW0128139,P.F. & RENEW INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,BOOM BOOM CHICKEN,ACTIVE,PR0153115,95,DAKJOLFX8,401,OWNER INITIATED ROUTINE INSPECT.,93551,4.0,34.5879128,-118.146251
2017-01-03,EE0000853,1044 S FAIRFAX AVE,LOS ANGELES,FA0046885,ROSALIND WEST AFRICAN CUISINE,CA,90019,A,OW0013084,"GEPRE, MIRIAM MOGES",RESTAURANT (61-150) SEATS HIGH RISK,1638,ROSALIND WEST AFRICAN CUISIN,ACTIVE,PR0018954,97,DAUX2B8HO,1,ROUTINE INSPECTION,90019,4.0,34.0570537,-118.3642318
2017-10-30,EE0000721,317 S BROADWAY STE #14,LOS ANGELES,FA0006848,ANNA MARIA'S,CA,90013,A,OW0002103,"ALFARO, THOMAS",RESTAURANT (0-30) SEATS HIGH RISK,1632,ANNA MARIA'S,ACTIVE,PR0001021,97,DABPCK7PF,1,ROUTINE INSPECTION,90013,4.0,34.0508219,-118.2489349
2016-06-20,EE0000234,6240 FOOTHILL BLVD,TUJUNGA,FA0202780,ALBERTSON'S #3157,CA,91042,A,OW0002029,"ALBERTSONS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,ALBERTSON'S #3157 - DELI,ACTIVE,PR0175060,95,DAT7R6M0S,1,ROUTINE INSPECTION,91042,4.0,34.2409368,-118.2679791
2016-06-29,EE0000709,1649 N CAHUENGA BLVD,LOS ANGELES,FA0012367,CALIFORNIA WINGS CAFE,CA,90028,A,OW0003270,"ASRATIAN, ARSEN",RESTAURANT (31-60) SEATS HIGH RISK,1635,CALIFORNIA WINGS CAFE,INACTIVE,PR0034874,94,DA6RV8Y4A,1,ROUTINE INSPECTION,90028,4.0,34.1011908,-118.329709
2016-12-19,EE0000731,945 W PACIFIC COAST HWY,WILMINGTON,FA0180860,7-ELEVEN STORE 34911B,CA,90744,A,OW0186201,"HRBS ENTERPRISES, INC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7-ELEVEN STORE 34911B,ACTIVE,PR0174685,92,DA2E08CLF,1,ROUTINE INSPECTION,90744,4.0,33.7906452,-118.2744297
2016-11-21,EE0000926,1815 HAWTHORNE BLVD STE 370,REDONDO BEACH,FA0041383,NESTLE TOLL HOUSE CAFE,CA,90278,A,OW0032757,SHREE MAHIMA COROPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,NESTLE TOLL HOUSE CAFE,ACTIVE,PR0036850,93,DAQTDEMZU,1,ROUTINE INSPECTION,90278,4.0,33.8715662,-118.352748
2017-04-18,EE0000721,222 S HOPE ST,LOS ANGELES,FA0179844,OTIUM,CA,90012,A,OW0185328,"HOPE STREET RESTAURANTS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,OTIUM - 2ND LEVEL KITCHEN / PREP,ACTIVE,PR0173507,97,DAWNQBK1C,1,ROUTINE INSPECTION,90012,4.0,34.0561233,-118.2499388
2016-10-05,EE0000029,17824 PIONEER BLVD,ARTESIA,FA0037386,THE INDIA RESTAURANT,CA,90701,A,OW0034445,SUPARANA INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE INDIA RESTAURANT,ACTIVE,PR0031040,91,DAA8RSIOZ,1,ROUTINE INSPECTION,90701,4.0,33.8690955,-118.082131
2017-01-05,EE0000495,201 CENTRE PLAZA DR,MONTEREY PARK,FA0141991,CULINART OF CALIFORNIA,CA,91754-2142,A,OW0105166,CULINART OF CALIFORNIA,RESTAURANT (61-150) SEATS HIGH RISK,1638,CULINART OF CALIFORNIA,INACTIVE,PR0127393,91,DAH35UQJI,1,ROUTINE INSPECTION,91754,4.0,34.0595018,-118.1664011
2017-12-13,EE0000578,16101 VENTURA BLVD #100,ENCINO,FA0159952,THE BIG FISH HOUSE,CA,91436,A,OW0124942,THE BIG FISH HOUSE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE BIG FISH HOUSE,ACTIVE,PR0148034,97,DATPUKSJM,1,ROUTINE INSPECTION,91436,4.0,34.156691,-118.4844036
2017-10-05,EE0000734,748 W RANCHO VISTA BLVD,PALMDALE,FA0166942,THE HABIT BURGER GRILL # 102,CA,93551,A,OW0035591,THE HABIT RESTAURANTS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE HABIT BURGER GRILL,ACTIVE,PR0157281,91,DAOZLH1J3,1,ROUTINE INSPECTION,93551,4.0,34.6012196,-118.1457647
2017-08-03,EE0000611,27544 THE OLD ROAD,VALENCIA,FA0171263,WENDY'S #4156,CA,91355-1040,A,OW0129349,"COTTI FOODS CALIFORNIA, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,WENDY'S  #4156,ACTIVE,PR0161317,99,DAUXJQXXT,1,ROUTINE INSPECTION,91355,4.0,34.4291087,-118.587391
2016-04-28,EE0000853,5364 WILSHIRE BLVD,LOS ANGELES,FA0011475,BUSBYS,CA,90036,A,OW0035707,THE RED MILE INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BUSBYS,ACTIVE,PR0017370,92,DABSPIQQZ,1,ROUTINE INSPECTION,90036,4.0,34.0620838,-118.3455769
2016-06-14,EE0000721,404 S FIGUEROA ST STE #104,LOS ANGELES,FA0052545,TRAVEL TRADERS,CA,90071,A,OW0036472,TRAVEL TRADERS HOTEL STORES,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,TRAVEL TRADERS,ACTIVE,PR0024274,97,DADLWKD7F,1,ROUTINE INSPECTION,90071,4.0,33.7736783,-118.2784872
2017-06-15,EE0000855,9606 S SANTA MONICA BLVD,BEVERLY HILLS,FA0158857,K Chocolatier,CA,90210,A,OW0123906,DIANE KRON,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,K Chocolatier,ACTIVE,PR0146938,100,DAKGRGZ8H,1,ROUTINE INSPECTION,90210,4.0,34.0639641,-118.4143738
2017-09-28,EE0000249,111 E COMPTON BLVD,COMPTON,FA0049845,SUPERIOR MARKET,CA,90220,A,OW0034460,"SUPER CENTER CONCEPTS, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPERIOR MARKET DELI,ACTIVE,PR0027148,99,DALVZQYHC,1,ROUTINE INSPECTION,90220,4.0,33.8960461,-118.223668
2016-09-27,EE0000392,4249 PECK RD,EL MONTE,FA0040374,MOOSE LODGE EL MONTE,CA,91732,A,OW0022374,LOYAL ORDER OF MOUSE #1097,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,MOOSE LODGE EL MONTE,ACTIVE,PR0043449,96,DA1CNB9VS,1,ROUTINE INSPECTION,91732,4.0,34.0815904,-118.0188787
2015-11-20,EE0000207,30770 RUSSELL RANCH RD,WESTLAKE VILLAGE,FA0164527,JEANINE'S MARKET,CA,91362,A,OW0127867,JEANINES WESTLAKE VILLAGE LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,JEANINE'S MARKET RESTAURANT,INACTIVE,PR0152801,96,DAADAPWI7,1,ROUTINE INSPECTION,91362,4.0,34.1532234,-118.7966286
2016-06-15,EE0000971,44140 W 20TH ST #101,LANCASTER,FA0137963,CALI CAFE,CA,93534,A,OW0101349,"RKB CAFES, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CALI CAFE,ACTIVE,PR0122178,99,DAHB0OMRN,1,ROUTINE INSPECTION,93534,4.0,34.684952,-118.1651356
2017-07-20,EE0000699,3500 W 6TH ST UNIT 224,LOS ANGELES,FA0249292,COREA BBQ,CA,90020-5803,A,OW0243572,"DYL BBQ, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,COREA BBQ,ACTIVE,PR0198018,90,DATYXY9LT,1,ROUTINE INSPECTION,90020,4.0,34.0634099,-118.298116
2016-02-09,EE0000853,5905 WILSHIRE BLVD,LOS ANGELES,FA0011503,C & M CAFE,CA,90036,A,OW0035686,THE PATINA GROUP NEWCO LLC,RESTAURANT (31-60) SEATS LOW RISK,1633,C & M CAFE,ACTIVE,PR0038058,97,DALTPTC2E,1,ROUTINE INSPECTION,90036,4.0,34.0625868,-118.355417
2015-09-30,EE0000464,16906 PARTHENIA ST,NORTHRIDGE,FA0160540,MAYURO METRO GROCERY AND HALLAL MEAT,CA,91343,A,OW0125498,ARUN PUTHENPURAYI VENUGOPAL,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MAYURO METRO GROCERY AND HALLAL MEAT,ACTIVE,PR0148629,94,DAKYCTXUL,1,ROUTINE INSPECTION,91343,4.0,34.2284038,-118.5002778
2016-03-29,EE0000606,8027 FLORENCE AVE,DOWNEY,FA0035434,LAS PALMITAS FRUIT#2,CA,90240,B,OW0020819,LAS PALMITAS FRESH FRUIT INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,LAS PALMITAS FRUIT#2,ACTIVE,PR0004040,83,DAOURJWXV,1,ROUTINE INSPECTION,90240,3.0,33.9532434,-118.1292038
2016-09-30,EE0000747,2355 PECK RD,SOUTH EL MONTE,FA0005693,ALBERTS MEXICAN FOOD,CA,91733,A,OW0002023,ALBERTANO'S AUTHENTIC MEXICA,RESTAURANT (0-30) SEATS HIGH RISK,1632,ALBERTS MEXICAN FOOD,ACTIVE,PR0040352,92,DAX3BSDOY,1,ROUTINE INSPECTION,91733,4.0,34.0460826,-118.0302964
2017-12-12,EE0000684,2323 ROSCOMARE RD # A,LOS ANGELES,FA0241541,JOANIE AND LEIGH'S CAKES,CA,90077,A,OW0237409,JOANIE AND LEIGHS LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,JOANIE AND LEIGH'S CAKES,ACTIVE,PR0189661,91,DAAHCV9HB,1,ROUTINE INSPECTION,90077,4.0,34.116081,-118.4638235
2015-10-06,EE0000074,1120 N PACIFIC AVE STE #6,GLENDALE,FA0027864,HATSATOUN,CA,91202,A,OW0037693,"VIK SAM, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,HATSATOUN,ACTIVE,PR0011117,91,DAWWSAC8Q,1,ROUTINE INSPECTION,91202,4.0,34.16141,-118.264445
2016-09-20,EE0000329,119 LOS CERRITOS MALL,CERRITOS,FA0165762,HI BBQ,CA,90703,A,OW0129000,T.G.  CERRITOS GOURMET INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,HI BBQ,ACTIVE,PR0154096,90,DAOITEP0W,1,ROUTINE INSPECTION,90703,4.0,33.8635424,-118.0933151
2017-11-01,EE0000349,5089 E FLORENCE AVE,BELL,FA0059802,CHUCK E CHEESE'S #446,CA,90201,B,OW0006627,CEC ENTERTAINMENT INC,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,CHUCK E CHEESE'S # 446,ACTIVE,PR0045568,85,DAJ66BFD0,1,ROUTINE INSPECTION,90201,3.0,33.9719229,-118.2027402
2016-06-20,EE0000558,23525 E PALOMINO DR,DIAMOND BAR,FA0180089,ENCORE TEPPAN,CA,91765,A,OW0185549,BLOMMINGBAY INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,ENCORE TEPPAN,ACTIVE,PR0173815,92,DAU3SI01D,1,ROUTINE INSPECTION,91765,4.0,35.214473,-117.777015
2016-03-22,EE0000468,6333 W 3RD ST STE K 7,LOS ANGELES,FA0156820,BLAZE PIZZA PREP KITCHEN,CA,90036,A,OW0122056,BP FARMERS MARKET,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BLAZE PIZZA PREP KITCHEN,ACTIVE,PR0144490,92,DAB9YSHCR,1,ROUTINE INSPECTION,90036,4.0,34.0719328,-118.3602653
2016-04-21,EE0000699,4001 WILSHIRE BLVD STE #E,LOS ANGELES,FA0032751,KUISHIMBO,CA,90010,A,OW0034867,"TAKAYAMA, TETSUYA",RESTAURANT (0-30) SEATS HIGH RISK,1632,KVISHIMBO,ACTIVE,PR0016536,90,DACCH7FS0,1,ROUTINE INSPECTION,90010,4.0,35.214473,-117.777015
2016-03-03,EE0000272,201 E MAGNOLIA BLVD STE 381,BURBANK,FA0054593,WAHOO'S FISH TACO,CA,91502,A,OW0020673,LAMKONE RESTAURANT INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,WAHOO'S FISH TACO,INACTIVE,PR0006066,96,DAQ074OPU,1,ROUTINE INSPECTION,91502,4.0,34.1653445,-118.3545484
2016-12-07,EE0000893,130 W BRUNO ST,LOS ANGELES,FA0017194,HOMEGIRL CAFE,CA,90012,A,OW0015938,HOMEBOY INDUSTRIES,RESTAURANT (61-150) SEATS HIGH RISK,1638,HOMEGIRL CAFE,ACTIVE,PR0048203,91,DA7J3UCBI,1,ROUTINE INSPECTION,90012,4.0,35.211147,-117.777626
2016-01-13,EE0000145,19131 BLOOMFIELD AVE,ARTESIA,FA0054227,WANG JI-LANG,CA,90701,A,OW0038426,"WANG,JEFF",RESTAURANT (61-150) SEATS HIGH RISK,1638,WANG JI-LANG,ACTIVE,PR0045747,96,DAM5IKBVZ,1,ROUTINE INSPECTION,90701,4.0,35.291123,-119.86907
2015-11-03,EE0000855,208 N RODEO DR,BEVERLY HILLS,FA0003003,208 RODEO,CA,90210,A,OW0030432,RODBRA INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,208 RODEO PREP ROOM,ACTIVE,PR0035671,94,DA4SZRW2U,1,ROUTINE INSPECTION,90210,4.0,34.0679782,-118.4015995
2016-04-07,EE0000894,715 LINCOLN BLVD,VENICE,FA0071959,TASTY GOODY,CA,90291,B,OW0025847,NEW CHINA EXPRESS INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,TASTY GOODY,ACTIVE,PR0002440,82,DAML2CNUI,1,ROUTINE INSPECTION,90291,3.0,33.9997025,-118.464261
2015-12-02,EE0000799,6412 S CENTRAL AVE,LOS ANGELES,FA0004739,BAJA MEAT MARKET,CA,90001,A,OW0021296,"LEE, KYU CHANG","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,BAJA MEAT MARKET,ACTIVE,PR0015676,96,DAM9090LZ,1,ROUTINE INSPECTION,90001,4.0,33.9814177,-118.2563348
2017-01-11,EE0000958,417 W EL SEGUNDO BLVD # 2,LOS ANGELES,FA0180119,99 CENTS & THRIFT STORE,CA,90061,A,OW0185577,WATCH GROW INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,99 CENTS & THRIFT STORE,ACTIVE,PR0187699,90,DA7VQ5YFA,1,ROUTINE INSPECTION,90061,4.0,33.9165053,-118.281817
2016-01-07,EE0000364,13627 VICTORY BLVD,VAN NUYS,FA0050916,TEQUILAS RESTAURANT BAR/GRIL,CA,91401,A,OW0008848,CORTEZ FELIPE DE JESUS ET AL,RESTAURANT (61-150) SEATS HIGH RISK,1638,TEQUILAS RESTAURANT BAR/GRIL,ACTIVE,PR0043118,96,DACDCEOEV,1,ROUTINE INSPECTION,91401,4.0,34.1866655,-118.4635831
2016-12-09,EE0000884,1451 W WASHINGTON BLVD,LOS ANGELES,FA0053292,U S FOODS INC MEAT MARKET,CA,90007,A,OW0007020,"CHANG, KYUNG SOO","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,U S FOODS INC MEAT MARKET,ACTIVE,PR0008386,90,DA8PM5JZP,1,ROUTINE INSPECTION,90007,4.0,34.040106,-118.287856
2015-09-02,EE0000685,4520 N SEPULVEDA BLVD,SHERMAN OAKS,FA0033144,KIKKA @ WHOLE FOODS WEST SHERMAN OAK,CA,91403,A,OW0017151,"ITO, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,KIKKA,ACTIVE,PR0036155,98,DA5JXKZJZ,1,ROUTINE INSPECTION,91403,4.0,34.1518745,-118.4665592
2016-05-18,EE0000729,500 W MANCHESTER AVE,LOS ANGELES,FA0050590,TAM'S BURGERS #34,CA,90044,A,OW0038208,"VOVOS, JIMMY",RESTAURANT (31-60) SEATS HIGH RISK,1635,TAM'S BURGERS #34,INACTIVE,PR0017654,92,DAZ0PZQXM,1,ROUTINE INSPECTION,90044,4.0,33.959997,-118.282848
2017-03-06,EE0000267,1302 W FRANCISQUITO AVE STE B,WEST COVINA,FA0240627,LA MICHOACANA ICE CREAM,CA,91790-4660,A,OW0236687,"LPBC INVESTMENTS, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA MICHOACANA ICE CREAM,ACTIVE,PR0188660,93,DACZ7WCD9,1,ROUTINE INSPECTION,91790,4.0,34.0537818,-117.954178
2016-06-10,EE0000117,10202 WASHINGTON BLVD,CULVER CITY,FA0141205,THE GRILL,CA,90232-3119,A,OW0104324,WOLFGANG PUCK CATERING,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE GRILL,ACTIVE,PR0127415,96,DAGH07FNL,1,ROUTINE INSPECTION,90232,4.0,34.0342807,-118.370123
2016-07-26,EE0000031,12030 PARAMOUNT BLVD,DOWNEY,FA0048253,SHAKEY'S  PIZZA #50,CA,90242,A,OW0031994,"SCO, LLC SHAKEY'S PIZZA",RESTAURANT (61-150) SEATS MODERATE RISK,1637,SHAKEY'S  PIZZA #50,ACTIVE,PR0004290,96,DA6TN6NGV,1,ROUTINE INSPECTION,90242,4.0,33.932748,-118.145224
2017-07-13,EE0000221,11900 FOOTHILL BLVD,SYLMAR,FA0043069,PANDA EXPRESS #1305,CA,91342,A,OW0027458,PANDA EXPRESS INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,PANDA EXPRESS #1305,ACTIVE,PR0021581,97,DA4OEHK3S,1,ROUTINE INSPECTION,91342,4.0,34.3182818,-118.4442779
2016-09-20,EE0000535,15840 1/2 E IMPERIAL HWY,LA MIRADA,FA0015388,GONDOLA PIZZA,CA,90638,A,OW0001805,"AGRUSA, ONORATO",RESTAURANT (151 + ) SEATS HIGH RISK,1641,GONDOLA PIZZA,ACTIVE,PR0012914,91,DARZZIMUF,1,ROUTINE INSPECTION,90638,4.0,35.211147,-117.777626
2017-06-09,EE0000747,3223 E GARVEY AVE N,WEST COVINA,FA0136765,HOLIDAY INN WEST COVINA,CA,91791,A,OW0099439,"GREAT WALL INTERNATIONAL, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,HOLIDAY INN WEST COVINA,ACTIVE,PR0119985,93,DAJPUZ9LX,1,ROUTINE INSPECTION,91791,4.0,34.0727819,-117.8758637
2015-07-28,EE0000207,26527 AGOURA RD STE 116,CALABASAS,FA0026758,HANAMI,CA,91302,A,OW0018354,KANE KANE SEAFOOD CORP,RESTAURANT (31-60) SEATS HIGH RISK,1635,HANAMI,ACTIVE,PR0026550,92,DA0QVD9G3,1,ROUTINE INSPECTION,91302,4.0,34.1447009,-118.7004827
2017-08-08,EE0000160,755 N SEPULVEDA BLVD,EL SEGUNDO,FA0028992,IHOP #3425,CA,90245,A,OW0016876,IHOP EL SEGUNDO #3074,RESTAURANT (61-150) SEATS HIGH RISK,1638,IHOP #3425,ACTIVE,PR0015460,97,DAXAOOXFK,1,ROUTINE INSPECTION,90245,4.0,35.211147,-117.777626
2016-10-27,EE0000946,3183 WILSHIRE BLVD STE 186,LOS ANGELES,FA0040355,WASABI JPANESE NOODLE HSE#2,CA,90010,A,OW0021079,LEE JESSE,RESTAURANT (31-60) SEATS HIGH RISK,1635,WASABI JPANESE NOODLE HSE#2,INACTIVE,PR0021525,92,DA0SGGAAB,1,ROUTINE INSPECTION,90010,4.0,34.0620242,-118.291101
2015-09-08,EE0001026,4400 S AVALON BLVD,LOS ANGELES,FA0008260,CHALLIO'S MEAT MARKET,CA,90011,A,OW0025714,"NAVARRO, LIZBETH D.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,CHALLIO'S MEAT MARKET,INACTIVE,PR0047277,94,DAF9IZ020,1,ROUTINE INSPECTION,90011,4.0,33.7684301,-118.260916
2016-10-26,EE0000836,222 N MARKET ST,INGLEWOOD,FA0017396,CVS/PHARMACY #8837,CA,90301,A,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,CVS/PHARMACY #8837,ACTIVE,PR0035129,98,DANSQOBA0,1,ROUTINE INSPECTION,90301,4.0,33.9648998,-118.351822
2015-09-09,EE0000263,520 N LONE HILL AVE,SAN DIMAS,FA0016986,COSTCO WHOLESALE #1015,CA,91773,A,OW0008881,COSTCO WHOLESALE CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,COSTCO BAKERY # 1015,ACTIVE,PR0019526,96,DA9FC12TR,1,ROUTINE INSPECTION,91773,4.0,34.1119323,-117.8259517
2016-02-18,EE0000855,267 N CANON DR,BEVERLY HILLS,FA0165885,THE PALMS,CA,90210,A,OW0129113,PALM BEVERLY HILLS REST. LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE PALMS,ACTIVE,PR0156064,94,DA2ZZP5OS,1,ROUTINE INSPECTION,90210,4.0,34.0688909,-118.3994702
2017-02-01,EE0000367,1000 UNIVERSAL STUDIO BLVD STE V207,UNIVERSAL CITY,FA0035992,TACO BELL,CA,91608,A,OW0008986,CRAVE CONCEPTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TACO BELL,ACTIVE,PR0010283,98,DAQFKPGDU,1,ROUTINE INSPECTION,91608,4.0,33.689523,-116.294072
